avepauseduratin,avelongpause,speakingtot,articulationrate,mr,q50,std,fmax,fmin,vowelinx2,formantmean,formantstd,ins,fillerratio,speakingrate
1.0,-0.26763042255971947,-0.2423467566987626,-0.09116968494276002,0.0669709197842699,0.015803311998067875,-0.022253954657092765,0.00887810403771698,0.07048467859069363,-0.04541968379822043,0.12023987477961022,0.2326849870906117,0.009477448951704723,-0.15259454220194651,-0.5915970201224763
-0.26763042255971947,1.0,0.13044515219000863,-0.042490608887401936,-0.015942053741901212,0.0027338575812621067,0.08043195674523324,0.059335432028523816,0.010837477449164324,-0.07809807044604,-0.2237359690887422,-0.1074388817942137,0.07533782395401502,0.41734666233937134,0.3369783834916793
-0.2423467566987626,0.13044515219000863,1.0,0.08897281541298074,-0.008919724657026245,-0.03837776538258486,0.09268043556877127,0.41055662937931253,-0.32798507360374546,0.2788933421958786,0.35835704698181775,-0.18134344278880438,0.29876587140429217,0.08763200675931748,0.36369351631782754
-0.09116968494276002,-0.042490608887401936,0.08897281541298074,1.0,-0.03302010362292252,-0.005960498738857532,-0.0005432388887105559,-0.004839822819919797,-0.041799516251221885,0.24385199358052292,0.22499306356604706,0.027588212961490246,0.04313726560828685,0.15105107771925935,0.47283455366449406
0.0669709197842699,-0.015942053741901212,-0.008919724657026245,-0.03302010362292252,1.0,0.30230830092439515,-0.060798435177332355,0.11621050590829461,0.23262463040665854,0.017705775139225357,0.04299951349152997,0.050882961497793054,0.08979091229220962,0.07057803827334477,-0.039368736417894325
0.015803311998067875,0.0027338575812621067,-0.03837776538258486,-0.005960498738857532,0.30230830092439515,1.0,0.4638007233269263,0.35970444771679794,0.216255687027736,0.10665675494057575,0.047505092950218604,0.09406837234148926,0.08189634642359644,0.02416396328095684,0.02018336795163852
-0.022253954657092765,0.08043195674523324,0.09268043556877127,-0.0005432388887105559,-0.060798435177332355,0.4638007233269263,1.0,0.43177389445341907,-0.077151354620601,-0.13939728038801405,-0.17157043551660442,-0.06370018952218376,0.022144372009543337,-0.03811724610890509,0.04223344615280015
0.00887810403771698,0.059335432028523816,0.41055662937931253,-0.004839822819919797,0.11621050590829461,0.35970444771679794,0.43177389445341907,1.0,-0.0618346417794064,0.09488223494463284,0.14690845046188045,-0.04111909889333911,0.18109871517996673,0.062206320281800634,0.11163344543370159
0.07048467859069363,0.010837477449164324,-0.32798507360374546,-0.041799516251221885,0.23262463040665854,0.216255687027736,-0.077151354620601,-0.0618346417794064,1.0,-0.051247103503646675,-0.12795010973002988,0.02446944420459896,-0.2009859310672681,-0.02875001296251615,-0.1464554757144892
-0.04541968379822043,-0.07809807044604,0.2788933421958786,0.24385199358052292,0.017705775139225357,0.10665675494057575,-0.13939728038801405,0.09488223494463284,-0.051247103503646675,1.0,0.672636497372029,0.009961086794989957,0.12929983571188192,0.030349487817055317,0.20204819098030666
0.12023987477961022,-0.2237359690887422,0.35835704698181775,0.22499306356604706,0.04299951349152997,0.047505092950218604,-0.17157043551660442,0.14690845046188045,-0.12795010973002988,0.672636497372029,1.0,0.3796585128008283,0.24084445035147448,-0.11069458775758795,0.06717955081534556
0.2326849870906117,-0.1074388817942137,-0.18134344278880438,0.027588212961490246,0.050882961497793054,0.09406837234148926,-0.06370018952218376,-0.04111909889333911,0.02446944420459896,0.009961086794989957,0.3796585128008283,1.0,0.09854969597083804,0.2574153138393487,-0.10298157492459785
0.009477448951704723,0.07533782395401502,0.29876587140429217,0.04313726560828685,0.08979091229220962,0.08189634642359644,0.022144372009543337,0.18109871517996673,-0.2009859310672681,0.12929983571188192,0.24084445035147448,0.09854969597083804,1.0,0.08668836306744587,0.15341165049317038
-0.15259454220194651,0.41734666233937134,0.08763200675931748,0.15105107771925935,0.07057803827334477,0.02416396328095684,-0.03811724610890509,0.062206320281800634,-0.02875001296251615,0.030349487817055317,-0.11069458775758795,0.2574153138393487,0.08668836306744587,1.0,0.4721845658191998
-0.5915970201224763,0.3369783834916793,0.36369351631782754,0.47283455366449406,-0.039368736417894325,0.02018336795163852,0.04223344615280015,0.11163344543370159,-0.1464554757144892,0.20204819098030666,0.06717955081534556,-0.10298157492459785,0.15341165049317038,0.4721845658191998,1.0
